link,Running Time,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date
https://www.the-numbers.com/movie/Uncut-Gems#tab=summary,135 minutes,"Set in New York City,Intertitle,Prologue,2010s,Set in Ethiopia,Infidelity,Relationships Gone Wrong,Fictionalized Version of Yourself,Gambling,Addiction,Dysfunctional Family,Crime Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,13-Dec-19
https://www.the-numbers.com/movie/Grudge-The-(2020)#tab=summary,94 minutes,"Haunted House,Haunting,Reboot,Legacy Sequel,Supernatural Horror,Supernatural,Curses,Possessed,Suicide,Non-Chronological,2000s,Terminal Illness,Faulty Memory,Police Detective",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Screen Gems,Stage 6 Films,Ghost House Pictures",United States,English,31-Dec-19
https://www.the-numbers.com/movie/Little-(2019)#tab=summary,109 minutes,"High School,Curses,Body Swap,Boss From Hell,Bullies,Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Universal Pictures,Legendary Pictures,Perfect World Pictures,Will Packer Productions",United States,English,11-Apr-19
https://www.the-numbers.com/movie/Confidence-Man-JP-The-The-Movie-(2019-Japan)#tab=summary,116 minutes,"Triads,Crime Comedy,Confidence Men,Robin Hood Bandits,Heist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Japan,Japanese,17-May-19
https://www.the-numbers.com/movie/Art-of-Racing-in-the-Rain-The-(2019)#tab=summary,109 minutes,"Auto Racing,Animal Lead,Talking Animals,Reincarnation,Voiceover/Narration,Comedy Drama,Romance,In-Laws / Future In-Laws,Cancer,Death of a Spouse or Fiancée / Fiancé,Death of a Son or Daughter,Dysfunctional Family,Falsely Accused",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"20th Century Fox,Original Film,Starbucks Coffee Company,Shifting Gears Productions",United States,English,09-Aug-19
https://www.the-numbers.com/movie/Shou-yi-ren-(2019-China)#tab=summary,116 minutes,"Crime Drama,White Collar Crime,Medical and Hospitals,Money Troubles,Marriage of Convenience,Insurance Fraud",Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,02-Nov-19
https://www.the-numbers.com/movie/Kid-Who-Would-Be-King-The-(UK)-(2019)#tab=summary,132 minutes,"Bullies,Secret Magic,Same Role, Multiple Actors,Good vs. Evil,Dragon,Family Adventure",Original Screenplay,Adventure,Live Action,Fantasy,"Working Title Films,Big Talk Pictures,20th Century Fox",United Kingdom,English,18-Jan-19
https://www.the-numbers.com/movie/Akinjeon-(South-Korea)-(2019)#tab=summary,110 minutes,"Gangs,Crime Boss,Serial Killer,Criminals Working With Cops,Police Investigation",Original Screenplay,Action,Live Action,Contemporary Fiction,"BA Entertainment,Balboa Productions",Republic of Korea,Korean,15-May-19
https://www.the-numbers.com/movie/Hello-World-(Japan)#tab=summary,97 minutes,,Original Screenplay,Drama,Digital Animation,Science Fiction,,Japan,Japanese,20-Sep-19
https://www.the-numbers.com/movie/Farewell-The-(2019)#tab=summary,98 minutes,"Sundance Film Festival 2019,Set in China,Asian-Americans,Culture Clash,Terminal Illness,Dysfunctional Family,Autobiographical,Cancer,Intertitle,Epilogue,Comedy Drama",Based on Real Life Events,Drama,Live Action,Dramatization,,United Kingdom,"English,Mandarin,Japanese,Italian",12-Jul-19
https://www.the-numbers.com/movie/Missing-Link-(2019)#tab=summary,94 minutes,"Road Trip,Explorer,Character's Journey Shown on Map,Cryptozoology,3-D,3-D - Shot in 3-D,1880s,Bounty Hunter,Professional Rivalry,Family Adventure",Original Screenplay,Adventure,Stop-Motion Animation,Kids Fiction,"Laika,Annapurna Pictures",Canada,English,04-Apr-19
https://www.the-numbers.com/movie/Don-(S-Korea)(2019)#tab=summary,115 minutes,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,20-Mar-19
https://www.the-numbers.com/movie/Skyfire-(2019-China)#tab=summary,90 minutes,,Original Screenplay,Action,Live Action,Contemporary Fiction,"Meridian Entertainment,Screen Media Films",China,"Mandarin,English",12-Dec-19
https://www.the-numbers.com/movie/Nous-finirons-ensemble-(France)(2019)#tab=summary,135 minutes,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,"France,Belgium",French,03-May-19
https://www.the-numbers.com/movie/Motherless-Brooklyn-(2019)#tab=summary,144 minutes,"1950s,Private Investigator,Set in Harlem,Set in Brooklyn,Crime,Directing Yourself,Screenplay Written By the Star,Film Noir,Mentor,Death of a Mentor,Mystery Drama,Murder Mystery",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Class 5 Films,MWM Studios,Warner Bros.",United States,English,01-Nov-19
https://www.the-numbers.com/movie/Crayon-Shin-chan-Honeymoon-Hurricane-The-Lost-Hiroshi-(Japan)-(2019)#tab=summary,100 minutes,,,Adventure,Digital Animation,,,Japan,Japanese,19-Apr-19
https://www.the-numbers.com/movie/Paw-Patrol-Ready-Race-Rescue-(Canada)#tab=summary,77 minutes,,,Adventure,Digital Animation,,,Canada,English,04-Oct-19
https://www.the-numbers.com/movie/Poms-(UK)-(2019)#tab=summary,91 minutes,"Retirement,Autumn Years,Retirement Home,Cheerleaders,Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Sierra Films,Rose Pictures,Mad as Birds Films,Entertainment One,STX Films",United States,English,10-May-19
https://www.the-numbers.com/movie/Beullaekmeoni-(S-Korea)#tab=summary,113 minutes,Crime,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,Republic of Korea,Korean,13-Nov-19
https://www.the-numbers.com/movie/Politseyskiy-s-Rublyovki-Novogodniy-bespredel-2-(Russia)#tab=summary,85 minutes,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,29-Nov-19
https://www.the-numbers.com/movie/Jeungin-(S-Korea)(2019)#tab=summary,129 minutes,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,13-Feb-19
https://www.the-numbers.com/movie/Padre-no-hay-mas-que-uno-(Spain)#tab=summary,98 minutes,,,Comedy,Live Action,Contemporary Fiction,,Spain,Spanish,02-Aug-19
https://www.the-numbers.com/movie/Primo-Natale-Il-(Italy)#tab=summary,100 minutes,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Italy,Italian,12-Dec-19
https://www.the-numbers.com/movie/Nicky-Larson-Le-Parfum-De-Cupidon-(France)(2019)#tab=summary,91 minutes,,Based on Fiction Book/Short Story,Multiple Genres,Live Action,Contemporary Fiction,,France,"English,Spanish,French",06-Feb-19
https://www.the-numbers.com/movie/Cheonmun-Modneunda-Doors-to-Heaven-(S-Korea)#tab=summary,132 minutes,,Based on Real Life Events,Drama,Live Action,Historical Fiction,,Republic of Korea,Korean,26-Dec-19
https://www.the-numbers.com/movie/Kalank-(India)-(2019)#tab=summary,166 minutes,"1940s,Romance,Betrayal,Daredevil,Bollywood,Religious,Religious Extremism,Political,Dysfunctional Family,Relationships Gone Wrong,Infidelity,Cancer,Terminal Illness,Romantic Drama",Original Screenplay,Drama,Live Action,Historical Fiction,"Fox Star Studios,Dharma Productions,Nadiadwala Grandson Entertainment",India,Hindi,12-Apr-19
https://www.the-numbers.com/movie/Friend-Zone-(Thailand)#tab=summary,118 minutes,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,Thailand,Thai,01-Aug-19
https://www.the-numbers.com/movie/Current-War-Directors-Cut-The#tab=summary,105 minutes,"Inventor,Biography,Docufiction,1890s,Professional Rivalry,Delayed Release,Development Hell,Historical Drama,1880s",Based on Real Life Events,Drama,Live Action,Dramatization,"Lantern Entertainment,SunnyMarch,Filmrights,Thunder Road Film,Bazelevs Company",United States,English,17-Jul-19
https://www.the-numbers.com/movie/Promare-(Japan)#tab=summary,111 minutes,"Action Adventure,Anime,Cyberpunk,Firefighter,Mutants",Original Screenplay,Adventure,Digital Animation,Science Fiction,"XFLAG,Studio Trigger",Japan,Japanese,24-May-19
https://www.the-numbers.com/movie/chant-du-loup-Le-(France)-(2019)#tab=summary,115 minutes,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Pathe,Tresor Films,Chi-Fou-Mi Productions",France,French,22-Feb-19
https://www.the-numbers.com/movie/Uta-no-Prince-sama-Maji-Love-Kingdom-Movie-(Japan)#tab=summary,84 minutes,,,Musical,Digital Animation,,,Japan,Japanese,14-Jun-19
https://www.the-numbers.com/movie/Bad-Boys-For-Life-(Bad-Boys-3)-(2020)#tab=summary,124 minutes,"Police life,Buddy Cop,Action Comedy,Police Detective,Legacy Sequel,Prison Break,Revenge,Death of a Spouse or Fiancée / Fiancé,Adult Child Dealing with the Death of a Parent",Original Screenplay,Action,Live Action,Contemporary Fiction,"Columbia Pictures,2.0 Entertainment,Overbrook Entertainment,Don Simpson,Jerry Bruckheimer Films",United States,English,15-Jan-20
https://www.the-numbers.com/movie/Unholy-The-(2021)#tab=summary,99 minutes,"Supernatural Horror,Deaf,Miracle,Faith Healer,Religious",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,Ghost House Pictures,United States,English,02-Apr-21
https://www.the-numbers.com/movie/Yang-Guang-Jie-Mei-Tao-(2021-China)#tab=summary,,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,30-May-21
https://www.the-numbers.com/movie/Avatar-The-Way-of-Water-(2022)#tab=summary,190 minutes,"Action Adventure,Legacy Sequel,Humans as Aliens,Sequel With Returning Stars Playing New Characters,2023 Oscars Best Picture Nominee,Filmed in Los Angeles, CA",Original Screenplay,Action,Animation/Live Action,Science Fiction,"Lightstorm Entertainment,20th Century Studios,TSG Entertainment",United States,English,09-Dec-22
https://www.the-numbers.com/movie/First-Slam-Dunk-The-(2022-Japan)#tab=summary,124 minutes,"Sports Comedy,Anime,Basketball,High School,High School Sports,Romance,First Love,Novel or Other Work Adapted by Author",Based on Comic/Graphic Novel,Comedy,Digital Animation,Contemporary Fiction,,Japan,Japanese,03-Dec-22
https://www.the-numbers.com/movie/Nian-Qing-De-Gu-Shi-(2022-China)#tab=summary,147 minutes,"Romance,Comedy Drama,Dysfunctional Family,Road Trip",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,01-Feb-22
https://www.the-numbers.com/movie/Marry-Me-(2022)#tab=summary,112 minutes,"Romance,Cross-Culture Romance,Romantic Comedy,Relationships Gone Wrong,Infidelity,Singers,Music Industry,Divorcée Romance,Single Parent,Filmed in United States",Based on Comic/Graphic Novel,Romantic Comedy,Live Action,Contemporary Fiction,"Nuyorican,Perfect World Pictures,Kung Fu Monkey Productions,Belle Hope Productions",United States,English,09-Feb-22
https://www.the-numbers.com/movie/Tar-(2022)#tab=summary,158 minutes,"Life Drama,Classical Music,LGBTQ+,Sexual Harassment,Woman in a Male Dominated Profession,2023 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Emjag,Standard Film Company,Focus Features",United States,English,07-Oct-22
https://www.the-numbers.com/movie/Super-Mario-Bros-Movie-The-(2022)#tab=summary,92 minutes,"Ensemble,Prince/Princess,Royalty,Good vs. Evil,Action Comedy,Filmed in France",Based on Game,Adventure,Digital Animation,Kids Fiction,"Universal Pictures,Nintendo,Illumination Entertainment","United States,Japan",English,04-Apr-23
https://www.the-numbers.com/movie/Bob-Marley-One-Love-(2024)#tab=summary,104 minutes,"Biographical Drama,Biography,Musicians,1970s,1980s,Cancer,Terminal Illness,Filmed in London, England,Filmed in United Kingdom,Filmed in Jamaica,Filmed in England",Based on Real Life Events,Drama,Live Action,Dramatization,"Paramount Pictures,Plan B Entertainment,State Street Pictures,Tuff Going Productions",United States,English,23-Jan-24
https://www.the-numbers.com/movie/Comte-de-Monte-Cristo-Le-(2024-France)#tab=summary,178 minutes,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,France,French,28-Jun-24
https://www.the-numbers.com/movie/Ragazzo-dai-Pantaloni-Rosa-Il-(2024-Italy)#tab=summary,,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Italy,Italian,07-Nov-24
https://www.the-numbers.com/movie/Lilo-and-Stitch-(2025)#tab=summary,108 minutes,"Family Adventure,Alien Encounters,Live Action Remake,Friendly Alien on Earth,Scientific Experiment Gone Awry,Filmed in Hawai'i, HI,Filmed in California, United States,Filmed in United States,Remake,Remake with Returning Cast Member,Young Child Dealing with the Death of a Parent,Orphan,Dysfunctional Family,Child Protective Services,Set in Hawaii",Original Screenplay,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Rideback",United States,English,16-May-25
https://www.the-numbers.com/movie/Mission-Impossible-The-Final-Reckoning-(2025)#tab=summary,169 minutes,"Action Thriller,Secret Agent,Artificial Intelligence,Filmed in United Kingdom,Filmed in Malta,Filmed in South Africa,Filmed in Norway,Filmed in Italy,Cults,Fugitive / On the Run,Weapons of Mass Destruction,End of the World",Based on TV,Action,Live Action,Contemporary Fiction,"Paramount Pictures,Tom Cruise Productions,Skydance Productions",United States,English,17-May-25
https://www.the-numbers.com/movie/Boonie-Bears-Future-Reborn-(2025-China)#tab=summary,,,Original Screenplay,Adventure,Live Action,Fantasy,,China,Mandarin,29-Jan-25
https://www.the-numbers.com/movie/Endless-Journey-of-Love-(2025-China)#tab=summary,107 minutes,,Original Screenplay,Adventure,Digital Animation,Fantasy,,China,Mandarin,30-May-25
https://www.the-numbers.com/movie/Kraken-(2025-Russia)#tab=summary,,,Original Screenplay,Adventure,Live Action,Science Fiction,,Russian Federation,Russian,17-Apr-25
https://www.the-numbers.com/movie/Boss-(2025-South-Korea)#tab=summary,,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Republic of Korea,Korean,03-Oct-25
https://www.the-numbers.com/movie/Becoming-Led-Zeppelin-(2025)#tab=summary,121 minutes,"Biographical Documentary,Biography,Musicians,1960s,Rock 'n' Roll",Based on Real Life Events,Documentary,Live Action,Factual,"Sony Pictures Classics,Paradise Pictures,Big Beach","United Kingdom,United States",English,06-Feb-25
https://www.the-numbers.com/movie/Hi-Five-(2025-South-Korea)#tab=summary,119 minutes,,Original Screenplay,Action,Live Action,Science Fiction,,Republic of Korea,Korean,30-May-25
https://www.the-numbers.com/movie/Roofman-(2025)#tab=summary,126 minutes,"Filmed in North Carolina, United States,Filmed in United States,Ex-soldier,Toronto International Film Festival 2025,Biography,Non-Drama Biographies,Black Comedy,Crime,Crime Spree,Prison,Life on the Outside,Fugitive / On the Run,Romance,Relationships Gone Wrong,Money Troubles",Based on Real Life Events,Black Comedy,Live Action,Dramatization,"51 Entertainment,High Frequency Entertainment,Hunting Lane Films,Limelight,Paramount Pictures,Miramax Films,FilmNation Entertainment",United States,English,03-Oct-25
https://www.the-numbers.com/movie/Fox-Hunt-(2025-China)#tab=summary,105 minutes,,Original Screenplay,Action,Live Action,Contemporary Fiction,,China,Mandarin,04-Apr-25
https://www.the-numbers.com/movie/Noise-(2025-South-Korea)#tab=summary,93 minutes,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,Republic of Korea,Korean,25-Jun-25
https://www.the-numbers.com/movie/Dark-Nuns-(2025-South-Korea)#tab=summary,114 minutes,,Original Screenplay,Horror,Live Action,Contemporary Fiction,,Republic of Korea,"Korean,English",24-Jan-25
https://www.the-numbers.com/movie/You-Are-The-Best-(2025-China)#tab=summary,144 minutes,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,China,Mandarin,18-Jul-25
https://www.the-numbers.com/movie/Presence-(2025)#tab=summary,85 minutes,"Sundance Film Festival 2024,Supernatural Horror,Supernatural,Haunted House,Festival Acquisition,Toronto International Film Festival 2024,Filmed in New Jersey, United States,Filmed in United States",Original Screenplay,Horror,Live Action,Contemporary Fiction,Neon Films,United States,English,23-Jan-25
https://www.the-numbers.com/movie/Hotline-Beijing-(2025-China)#tab=summary,88 minutes,,Based on Real Life Events,Documentary,Live Action,Factual,,China,Mandarin,18-Feb-25
https://www.the-numbers.com/movie/Sons-of-the-Neon-Night-(2025-Hong-Kong)#tab=summary,132 minutes,"Action Thriller,Hong Kong,Ensemble,Dysfunctional Family,Inheritance,Pharmaceuticals,Narcotics,Organized Crime,Cannes Film Festival 2025",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,Hong Kong,,01-Oct-25
https://www.the-numbers.com/movie/Alto-Knights-The-(2025)#tab=summary,123 minutes,"Mafia,1950s,Crime Drama,Biography,Organized Crime,Assassination,Retirement,Same Actor, Multiple Roles,Filmed in Ohio, United States,Filmed in United States,Set in New York City",Based on Real Life Events,Drama,Live Action,Dramatization,"Warner Bros.,Domain Entertainment",United States,English,19-Mar-25
https://www.the-numbers.com/movie/Io-Sono-La-Fine-Del-Mondo-(2025-Italy)#tab=summary,,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Italy,Italian,09-Jan-25
https://www.the-numbers.com/movie/Three-Kingdoms-Starlit-Heroes-(2025-China)#tab=summary,,,Original Screenplay,Drama,Digital Animation,Contemporary Fiction,,China,Mandarin,01-Oct-25
https://www.the-numbers.com/movie/Na-derevnyu-dedushke-(2025-Russia)#tab=summary,,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,12-Jun-25
https://www.the-numbers.com/movie/Dracula-A-Love-Tale-(2025-France)#tab=summary,129 minutes,"1400s,Romance",Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,,"France,United Kingdom",English,30-Jul-25
https://www.the-numbers.com/movie/Shape-of-Water-The#tab=summary,123 minutes,"1960s,Cold War,Space Program,Escape,Creature Feature,Romance,Interspecies Romance,Retro Black and White,Dream Sequence,Voiceover/Narration,Oscars Best Picture Winner,2018 Oscars Best Picture Nominee,Supernatural,Romantic Drama,Producers Guild of America Best Theatrical Motion Picture Winner,Directors Guild of America Outstanding Directorial Achievement in Theatrical Feature Film Winner",Original Screenplay,Drama,Live Action,Historical Fiction,"Double Dare You,Fox Searchlight Pictures",United States,English,01-Dec-17
